review_id,text,language,rating,sentiment,product_category
baby_0432_rev_33,"I wanted a &#34;clock&#34; that tells my 26 month old when its ok for him to get out of bed in the morning. And I wanted one with pictures instead of colors because i'm not yet confident in his color association (he calls everything either green or orange right now).I spent hours and hours reading reviews of all the options on Amazon and finally picked this one. Now that I've had it a week I'm happy with my selection out of the available options.Did it work: yes.- My 26 month old son is no longer getting up at 5:00am on the dot. I had to set it at 5:15am for the first few days so when he got up at 5, we could go back and watch for it to change. But now when he wakes up at 5, he sees the bunny still asleep (or at least I assume he is) and rolls back over. I have the bunny now set at 6:00 and he's getting up around 6:15 or so. I assume this is not a co-incidence although he doesn&#8217;t really want to talk about the bunny when I praise him. Probably just playing it cool &#61514; In a week or so I might start to push the bunny towards 6:30 and see what happens. I know there are limits.- At bed time seeing the bunny asleep is NOT yet helping us. He doesn&#8217;t care that bunny is asleep, he still gets out of bed 100+ times when I&#8217;m trying to get him down. But it&#8217;s certainly not hurting either.Does it have flaws? yes, but none that are deal breakers.- Yes, its slightly confusing to get it set the first time. But nothing a smart parent and 5 minutes of reading can't solve. I got it right the 2nd time.- Yes, it resets EVERY time it gets unplugged. Once you know how to program it only takes 30 seconds each future time, but if my son was unplugging the clock then I'd go crazy. Luckily he is leaving it alone.- The 2nd &#8220;wake up&#8221; time for naps is useless for us. My son takes a 2 hour afternoon nap, but the time is slightly different every day, so setting the bunny to wake up at a specific time rather than an interval from a time I can choose on the fly is pointless.- I was actually SUPER confused on how to get the bunny to go back to bed after its awake for the day. I originally thought this is what the 2nd timer is for &#8211; to send the bunny back to sleep. After googling I found out that you actually have to toggle the main setting switch to &#8220;off&#8221; and then back &#8220;on&#8221; when you want the bunny to sleep again. So now in the morning, I just turn the clock off for the day (so bunny is not awake OR asleep at nap time), and then before bed I turn it back on and it defaults to asleep so it can wake again in the morning at the time I have set. Phew. Easy now that I figured it out. Turning it off allows you to keep your settings &#8211; its just getting unplugged that loses them for you.- The back power plug to the clock sticks out really far, so actually pretty difficult to hang on the wall even though there is a hanger hole on the back for this. We still have it hanging up, but its attached pretty awkwardly.If I could design a clock on my own?- Keep the bunny pictures as is &#8211; pretty great.- Put a plug directly onto the back of the clock so it plugs directly into the outlet &#8211; so no need to hang on the wall and no cords.- Make it blue tooth enabled to interact with your smart phone for programming &#8211; c&#8217;mon this is a no-brainer. We parents have money to burn and would pay for this feature.- Allows you to get rid of the buttons on the clock face that your kids can mess with.- Simple user interface to set clock time, wake up time, go to sleep time, interval timing options, and even toggle it off and on &#8211; all on the fly from your phone.- Sound features that can also be triggered either on timers or on the fly from your smart phone. There is a different clock (not this reviewed model) version that has a &#8216;go to sleep&#8217; warning chime, etc &#8211; but its so so limited because it needs to be pre-programmed and does not have an easy way to change quickly and in the moment.",english,4.0,positive,baby
baby_0433_rev_3795,"I'm sure this is a great product on some cribs, but on mine, it just didn't fit well. I still used it, but it didn't look very smooth and I kept having to rearrange the velcro straps.",english,2.0,negative,baby
baby_0434_rev_6484,"I'm a fan of manual pumps in general--I've used a Medela Harmony for years as a supplement to the double electric I keep at work and I love the manual pump for its simplicity, efficiency and the fact that I seem to extract more milk while using it.But I recently found myself in a pinch where I was away from my baby for 24 hours without a pump.  The Dr. Brown's/Simplisse was the only pump available for sale in the vicinity so in desperation I plunked down $40 and gave it a try.Horrible.  It did a horrible job at removing milk from my breasts.  I pumped and pumped and pumped until my hand was exhausted and the milk came out drop by excruciating drop, then would stop coming but I could tell there was still quite a bit of milk in my breast.  I'm sure I had it assembled correctly because I took it apart and carefully reassembled it several times to make sure it was all airtight.  It's too darn gentle for its own good.The design is also bad.  Including the collection bottle and stand, this pump has 11 parts total, versus 7 total for the Medela Harmony.  That's several extra little parts to keep track of while washing and align correctly while reassembling.  Simplisse is quite a misnomer.The bulky pumping mechanism also obscures your view of your breast.  With the Medela pump, I look down and easily check on the alignment of my breast in pump and the milk flowing out.  With that pump, it's easy to tell when the milk has stopped flowing.  But with the Dr. Brown's/Simplisse, you can't see your nipple/breast, so it's a guessing game about whether any milk is actually being produced.",english,1.0,negative,baby
baby_0435_rev_9619,"I received this tub as a hand-me-down from my sister-in-law, who only used it a few times (if at all) with her own daughter. She had a habit of not using a lot of things that were given to her, so I didn't think anything of it. My baby disliked bathtime quite a bit when we first brought her home, since due to her attached cord she could only take sponge baths. Several weeks after her cord came off, I decided to give the infant tub a try. I thought she might enjoy her baths a little more if her body was actually submerged in water. She did! I, however, enjoy her bathtime a little less these days. I work full-time, and my husband is a stay-at-home dad, so I look forward to getting home in the evening and starting my baby's nighttime routine with her which, every other night, includes a bath. Ever since I started using the infant tub, baths have gotten a little more complicated for me. I find that I have to hold her with one hand to keep her from sliding over the middle bump, while washing her with the other. My husband and I are planning to have at least 2 more children after this one, so I always knew that I'd have to be one of those moms who can multi-task well - feed one baby while vaccuuming the floor while folding laundry, that sort of thing. But if I don't find a better tub, bathing my children will be a full-time job in itself! I have heard that the Bumbo is great for baths, so I'll probably just bide my time until she can sit in one of those and just place it directly in the adult tub at bathtime.",english,3.0,neutral,baby
baby_0436_rev_443,"I've used Lansinoh, First Year & another kind (can't think of the brand), this has by far, the best kind out there. I don't mind paying the extra bucks as long as its worth it. That's exactly is the case here. I wouldn't have found this brand if I hadn't researched online. That was the first I had heard of this particular brand.",english,5.0,positive,baby
baby_0437_rev_3900,"My LO really likes these rings, he plays with them, put them in his mouth. Some have different textures so I believe they are meant to be used also as teethers?",english,5.0,positive,baby
baby_0438_rev_4027,"I thought so long and hard about buying this stroller... and I've thought equally hard about the review.  I so wanted to love it and for it to make life easier- but aside from a few trips I really feel like it wasn't needed and we could have made it without.Kids ages when bought:Lil' Sib- 1 monthBig Sib- 2yrs 6 monthsReason we bought:-We wanted to get a car seat stroller frame- and since we were already going to spend so much on one (We have a Chicco Keyfit) we thought might as well get a tandum that could hold the carseat/baby and toddler.When it came in handy:-When lil' sib was a infant and slept a lot so was kept in the carseat.. EXCEPT that this wasn't always comfortable for Big Sib, since you have to recline the front seat all the way so its always touching the back of their head if they are sitting.  When standing he really enjoyed being able to look at lil' sib in the carseat and lean on it.-We took it to Disney World, when kids were 3 months and 2yrs 8 months, was semi handy EXCEPT it's really a two handed fold... and that's hard to do with two kids, unless baby is in the carseat, if you're carrying baby in your arms, no idea how you would fold unless you had a safe place to put him/her...-Towing an infant and toddler through many airports/layovers.. even when they weren't in it (baby in carrier and toddler running a muck) it was like having one of those big airport push carts.Why I'm now not crazy about it...-The seats are unwashable... nothing tailored for babies and kids should be unwashable!  Especially since it comes with a tray attachment for snacks/drinks.  Kids + Snacks = Mess.  Also Big Sis, would sometimes put feet on the Toddler seat in the back... Toddler Feet + On things= Mess.. We got the purple, so it hasn't shown too much, but still.-It's heeeeaaavy.  I'm trying not to be surprised by that- I mean it has to be heavier than a single it's bigger, but you really want to take that into consideration if you don't live in a very flat neighborhood (we don't).  By the time you add the Car seat... the baby and the toddler, you're adding about 40+ lbs to the stroller.-Unless you're on flat paved ground, it's unwieldy to push.  Just a few small rocks or few day old unmowed grass and the front wheels are gonna go nutty on ya.-It takes up the entire trunk (regular sized sedan).  And you have to take off the carseat adapter to really get it in.-Now that infant is older, awake and playful and we're no longer using it with the carseat (Lil' Sib is 9 months, Older Sib is 3yrs 2 months) it's waaaay less useful.  Toddler doesn't want to sit in a stroller as much due to age... and so we wind up taking the single 9/10 times and bring the baby carrier in case we're out close to nap time an toddler wants to ride.Soooooo long story short, it was great as a carseat frame stroller with the perk of toddler being able to ride along, but once we were no longer using it as that- it just couldn't pass muster as our daily stroller.  We're going for another big trip and have been thinking which stroller to take... The Joovy is staying home- Maclaren and Beco Butterfly 2 baby carrier coming with.So I give 3 stars... when it was helpful (for those 3 or so months) it was great- but then... its usefulness was over and you'll find ours on craigslist.",english,3.0,neutral,baby
baby_0439_rev_6128,"These don't fit on the windows in my car. I do not recommend if you have smaller back windows. I can't comment on the quality of the product because as I said, they don't fit.",english,1.0,negative,baby
baby_0440_rev_3143,"I have used this sound machine ever since I brought my baby home from the hospital.  She definitely can't sleep without white noise, but this sound machine is so quiet.  At full volume, I still have to put it right next to her head in order for her to stay asleep.  Also, the womb sounds didn't work for my baby.  It would've been much better if they had put other sounds most babies respond to, like running water, vacuum cleaner, fans and hair dryers.  I finally gave up on using the sound machine and now use my iPod player to play some sounds I bought on the iTunes store (""Natural White Noise for Babies"").  As a bonus, I can use the remote control to control the sound too!",english,3.0,neutral,baby
baby_0441_rev_3706,"Great for traveling, great for small trash cans if you're going to empty it daily.  They are even better if you have the dispenser.",english,5.0,positive,baby
baby_0442_rev_9614,"This is a nice high chair and so easy to handle.  I have uploaded a few pictures to show the colors better and how slim it is once folded - fully assembled.I'll start by saying that it was not difficult to put this chair together.  There's no need for special tools or even a screwdriver.  It took me about 15 minutes to put it all together.Things that I like:- Folds so slim that can fit behind the door once feeding is done.- Cleans super easy, the double tray it great.  So easy to wash in the sink.- There's no fabric involved the plastic/vinyl that covers the seat is easy to wipe.- The height adjustment is a neat feature it can really go very low if necessary.- The colors, not too flashy.Things I don't like:- I can't carry it around. I have to roll it on the floor (but the wheels are not good for my floor)  I am a small gal and can't lift this chair because the legs keep coming down.  The legs don't want to stay put if I lift the chair up, they roll down making me stumble and bringing the chair legs to an odd position.There are other features that this chair has like safety harness, adjustable foot rest, loocking wheel mechanism, and all the buttons to help lock in the chair.Overall, this is a very good chair for the price, sturdy, and easy to put away.Last note:I invite you to ask questions or comment before hitting the unhelpful button.  I'd appreciate your feedback thank you.",english,5.0,positive,baby
baby_0443_rev_4869,"I was given one of these at my shower.  It was great for very specific uses: when I was bathing my infant baby alone, when he was quite little.  Then it was definitely handy.  But if dad was there, I'd just pass baby to him to be wrapped up (which was easier than using this, as you still have to wrap baby up one handed), and when baby got older it was sort of pointless (now I put towel on toilet seat, and plunk my toddler down on top of the towel and wrap him up if I'm alone).It was soft and washed well.",english,3.0,neutral,baby
baby_0444_rev_8906,"Maybe if you are not into the flashing lights, and the music, this would work great.  For me, I would like ot be able to keep my baby occupied while I get a couple of things done, and at this stage (3 months), this still didn't do the trick.  She jsut looked at it, expected it to do something when she kicked nothing happened, so boredom set ini. I brought it back.  She has a kick and play bouncer... thank heavens.  It keeps her busy for up to an hour before she starts fussing. (see my review)",english,2.0,negative,baby
baby_0445_rev_1726,"Very cute and soft. My 8 month old daughter sleeps with it every night, and it's no so big that it would be unsafe.",english,5.0,positive,baby
baby_0446_rev_409,My 1 year old loves her Elmo silverware.  Just be sure the dishwasher got all of the gunk from under the Elmo figure.  He can get buildup in that space under his feet.,english,5.0,positive,baby
baby_0447_rev_7687,"Update: I bought this stroller and originally gave it 5 stars, but after using it for 5 months i am much dissatisfied with quality and comfort. Problems i encountered:1. I had to buy a mattress (found one at buybuybaby) to make it comfortable for a newborn when in the bassinet mode. when in the bassinet mode, the stroller tends to tilt head down. i had to use towels under the head and a heavy object under the feet to level it out.2. i was never able to fold my stroller base, but it was never an issue since i have an suv, and it fits there just fine.3. i have and still is using it mainly with a car seat, baby is comfy in his car seat, i have put him in the stroller sitted and reclined and he seems to be very, very uncomfortable. he only tolerated about 15 min (he can stay in the car seat for hours).4. after five months of use and light grocery shopping, the basket has stretched out and now even with very light objects placed in it, it touches the ground, so i have to carry groceries in my hands when i shop now!5. straps are not very comfortable, especially now when using a bundle me up to keep baby warm.6. diaper bag issue became apparent when i switched from the car seat to stroller base, since basket is barely accessible and small, i strapped by diaper bag to the handle and it worked fine with the car seat, but with the actual stroller seat, diaper bag ends up sitting on top of babies feet or i have to carry it...if i had to do it all over again, I would not buy it! I am looking for a different stroller now, since my son is ready to sit up and needs a comfortable stroller for daily walks.Pros:large canopycan face both ways",english,1.0,negative,baby
baby_0448_rev_3825,"This is the only bag that would fit our large car seat (recaro euro).  It sits with tons of extra room where we put half of the stuff for the baby (blankets, burpies, bottles, etc...)  It is really easy to wear or carry - and designed so you don't hit yourself in the back of the leg when pulling.  Problem is we checked this at the counter (first mistake) and they pulled it on the nonwheel side and it had two holes.  We were still able to use it for the trip back without any issues and may be able to patch them.  The airline company said they only can replace damaged luggage if they have a suitable replacement piece but they did carry any car seat covers.Oh well - it did it's job and the cost was cheaper than renting a car seat and we knew it was a safe seat.  Next time we will just gate check the seat so it doesnt get ripped.If you have a large car seat and wanted to have extra storage room in the bag this is the one for you.",english,4.0,positive,baby
baby_0449_rev_4494,The stars and moon are bright and easy to look at for the baby.  The only con is that they are stationary so the baby gets bored of the lights after a little while.,english,4.0,positive,baby
baby_0450_rev_6750,The pictures on these bibs are average.  They are a little on the smaller side.  For the cost though they are a good bargain.  I send them to my son's daycare cause he's a drooler and we use multiple in a day.,english,3.0,neutral,baby
baby_0451_rev_3375,Useless...,english,2.0,negative,baby
baby_0452_rev_7889,"We used the UB Vista Bassinet for baby's main sleeping bed during his first 3 months. We didn't want to spend a fortune on the UB's overpriced bassinet holder, so we looked at this option. The bassinet doesn't fit perfectly, it's a little bit smaller, but nothing concerning. If you really plan on rocking the thing, the size difference might pose a problem, but otherwise, the bassinet fits just fine. Actually, we probably did rock it a little bit when baby was very new born and because he was so little, it didn't shift around at all. It was probably when he was a little bigger that we had to be more careful if we chose to rock it (but even then, we barely did).Constructing the thing was simple, but it's kind of like Ikea...hit or miss. I recall that some of the holes weren't perfectly aligned, so it was a pain at times. We still think it was a worthy purchase to avoid buying the UB one.",english,4.0,positive,baby
baby_0453_rev_9454,"I have this sleep sack in small and medium and I plan on buying it in the large, if my little one isn't standing up by then.  Our daughter liked to kick her blanket off in the night and then would wake up because she was cold.  We got the small sleep sack and she would sleep soundly through the night.  She's 6 months old now, and 18 lbs. and the medium sleepsack has been equally wonderful.  I don't have to worry that she's getting cold now, and she actually likes to be zipped up in it!  I also don't have to worry about blankets coming untucked and being pulled over her face.To wash, I just throw it in the washer and then the dryer and it comes out beautifully.  I highly recommend this item!",english,5.0,positive,baby
baby_0454_rev_4679,"We got this for our living room which doubles as a play area.  Now that our son is more mobile, we purchased this so we would not have to baby proof everything in the living room.Once set up, this works pretty well, stays in place, and is sturdy enough for a 10 month old.  It look quite a long time to set up, and moving it or changing the configuration is not easy as the product advertises.  The yard does not fold.  The teeth like connectors keeps the corners sturdy which is good for safety, but prevents any folding.  Connecting and disconnecting the panel was quite difficult.  Hard enough that my husband had to do most of it.  Between the 2 of us, it took about 15 minutes.  Definitely not ""seconds"" unless they meant ""hundreds of seconds"".  All in all, would buy it again, but it's not the wonder product we thought.A sample from the instructions:""To disconnect two adjoining panels, select one of the three corners where the blue carpet foot is facing up.  Gently press down on the panel 1, and while lifting up on panel 2, slide pin C clear of cylinder D.  Then lift on panel 1 until opening A has cleared pin B""",english,3.0,neutral,baby
baby_0455_rev_7904,"We decided on a Britax carseat because it had great crash ratings.  I immediately had my heart set on the Cowmooflage Boulevard.  I tried to buy it from Babies R Us with a 20% off coupon but was told they no longer carry it in the stores.  Couldn't use my coupon online either.  I found it here and it's even CHEAPER than if I had bought it in Babies R Us with a coupon.  Babies are expensive and I am out to save every penny I can, so I was thrilled with this purchase.  It's super easy to use, easy to install and my son looks super comfy in it.",english,5.0,positive,baby
baby_0456_rev_1255,"Let me start by saying that I am one of those moms that has always been scared of cloth diapering! I have a 2 year old and I decided to give Econobum a try, it's better late than never right? I LOVE THIS CLOTH DIAPER! It's just fantastic. I always struggled with diaper rash on my son no matter what brand of disposable I use and I am proud to say that it is gone!!! It's a lot more laundry to cloth diaper but I really love it! I really like the prefold they are nice, soft and thick! Like the instructions say, it does absorb better after washing it 3 times at least! The cover is plain white and simple, it does its job! It fits my 25lbs son very well. If you want to give cloth diaper a try I really recommend this brand. I like it so much that I order the big box today!",english,5.0,positive,baby
baby_0457_rev_9237,"My overall impression of this gate is good, it's doing the job it been made for, my daughter can no longer escape from her room. But the gate could be improved in some points.Pros:-the gate is in metal and it's steady-nice simple design-automatic closingCons:-the ""click"" when the gate is closing is loud-not really pressure mounted, you've to use either the nail or stick the ""pads"" to fix the gate to the door-a little bit to small for a 34 inches door, and too large with the extension, we had to extend the screw almost entirely-automatic closing, a bit annoying at night especially, so I've prevent the door to close with a towel-hard to open with one hand, if you're carrying your baby it's hard to do it",english,3.0,neutral,baby
baby_0458_rev_5204,"I love the Bumgenius all in one diapers. I've had no problem with leaks or blowouts. I like the Bumgenius pocket diapers too, but these are nice to have on hand when you don't have time to stuff diapers.",english,5.0,positive,baby
baby_0459_rev_8750,"He at first wasn't into it, thrn one day he started gnawing on it and ever since, he can't stop! I love how he uses both sides of the banana and I love how there's a handle for him to hold onto. The only con I have is that lint tends to get on it easily, so I wash it more than his other teethers, but I guess hygenically that's a good thing :) Great buy!",english,5.0,positive,baby
baby_0460_rev_3556,"We are extremely pleased with this car seat for our tall 2 year old daughter. The purpose is for a second car seat in our other car. It was easy to install in just a few minutes and works very similar to the other Britax car seat we own. The pattern is also very nice and matches well with gray interior. This model is about 6 pounds lighter than the older version we have, which makes a difference because we travel with it a lot in airplanes and rental cars. Also, this model has a place to hook the latches so they do not get caught or damaged when traveling. Definitely recommend this product for safety ratings and good looks.",english,5.0,positive,baby
baby_0461_rev_1159,This worked great for my son but then i brought it again for my daughter who is 8 months and 17lbs tall but small frame and small head.. she was swimming in it. Didnt return since it was worn but it was too big for her head.,english,3.0,neutral,baby
baby_0462_rev_3421,"We use this all the time. Have had it for a few months, probably dried nearly 100 bottles. It's easy to toss in the dish-washer, or sanitize. Only complaint is that the vertical locks are weak (poor QA, and/or poor design: thin locking material), and they sometimes drop down (risking falling glass bottles). It's usually in a space where it is not at risk of being touched, so it's usually ok.",english,3.0,neutral,baby
baby_0463_rev_3543,"I slightly regret purchasing this highchair.  The areas where the chair legs join stick out quite far from the chair and are located high up on the chair.  She has hit her head on this area several times as I have been securing the straps when putting her into the chair.  I have now noticed the leg joints do not stick out so far in other chairs and the joints are not located so close to the area where the child's head will rest.Also, the chair is not well padded.  It was sometimes audible when she would bring her head back to rest between bites.  I placed a towel between the padding and the chair to alleviate the problem.On a positive note, the highchair has held up well and is easy to clean.  The straps are easily adjustable and I know she is safe and secure in the highchair (of course, she is always closely supervised).",english,3.0,neutral,baby
baby_0464_rev_3434,"I can't believe all the great reviews. Maybe its just me, but I think this pump is so overrated. The pluses: it is small, it does work OK sometimes. The negatives: it takes a long time to pump even a small amount, it has a lot of parts.And the worst one is that the plastic star valve keeps coming off, which requires taking it apart in the middle of pumping,while its leaking everywhere. I rented the Medela for 2 months before using it and believe me this thing does not compare, not even close. I use it only occasionally and it drives me crazy even than. There has to be a better hand pump out there. This is my personal opinion, so your resluts could be totally different",english,2.0,negative,baby
baby_0465_rev_3537,"I purchased this pillow and have never successfully slept through an entire night with it. It is really quite large and feels confining when wrapped all around you under the sheets. I felt like I couldn't move and couldn't get comfortable. Plus, the material is really scratchy and awful - forcing you to shell out additional money for a cover. Way over-priced. Mine sits in the corner of my bedroom. For $20 I bought a body pillow and ultra soft cover at Target and I love it and sleep with it every night. Save your money!",english,2.0,negative,baby
baby_0466_rev_7474,"I was hesitant to purchase this because of the steep price.  But, let me tell you it is worth it.  This cup is perfect in every way.  It is easy to clean, easy to fill, easy for baby to get out snacks without spilling, impossible to spill, baby can't get the lid off, easy for baby to carry around herself with the handle etc. etc.  The mug itself is quite a bit bigger than I expected.  That is a minor thing, I just won't fill it with too many treats.  I noticed when she pulled out more treats than her hand could hold, they just spilled onto the lid and she quickly scooped them up and ate them.  If I could give this cup 10 stars I would.  No more cheerios spilled all over my floor, car, church house, etc. and baby is happy because she has the freedom to carry around her cup and get her treats for herself.",english,5.0,positive,baby
baby_0467_rev_5367,"I ordered this and a similar product, the Munchkin Twisty Teether Ball, for my twin sons.  One of my sons likes this one better, and the other one likes the Munckin one better, so go figure. Basically this one is smaller and the nubs are softer, while the Munchkin one is bigger and the nubs are tougher and textured.  I guess it depends on your child, but I would say chances are good he or she will like it because my boys like both balls better than many other teethers I have purchased (including the very famous, very expensive ""Sophie"")",english,4.0,positive,baby
baby_0468_rev_9011,"My 6-month old loves this rattle - it's not loud and annoying sound wise, and the spinning feature is fascinating to him. We did not have problems with the sticker falling off, but when I washed the toy, water seeped into it. It did not become water-logged, but condensation was present and then a few days later there was mildew growing on the sticker. I didn't want to give that back to my 6-month old (who puts everything in his mouth). I contacted Amazon and they replaced it. It was only $3.99 so for the price it is really a fine toy, but I will be careful to use toy wipes or a washcloth to clean the toy, and hopefully that will keep the mildew problem at bay.",english,3.0,neutral,baby
baby_0469_rev_7182,"This toy is just perfect to bring smiles to my baby's face and that's totally worth every penny that I paid for it. I do contradict with the reviewers who say that the button is not soft enough for the child to push it by himself since, it is perfect for baby to play with it on its own.",english,5.0,positive,baby
baby_0470_rev_4677,This monitor provides peace of mind that you cannot get from sound alone.Favorite features:- Night vision to see the baby during the night- Being able to see the room temp- Camera range of motion is great- Excellent image (considering it's a monitor)- Ability to add an additional cameraI would definitely buy this monitor again!,english,5.0,positive,baby
baby_0471_rev_6844,"I ordered 4 alva baby diapers. Blue, black, red and orange. I prepped all of them together with some other alvas (from a different seller) and bumgenious diapers. After I washed them I pulled out all of the shells before they went into the dryer. After inspecting the alvas the orange alva delaminated a little! All the the other colors and all of my other alvas I've had before have not done that. Maybe it's just the orange PUL?",english,3.0,neutral,baby
baby_0472_rev_9770,"I purchased these bottle sleeves to protect the glass bottles I purchased.  Although a good idea, once on, it is near impossible to see the ounce marks on the bottle.  You would have to fill the bottle with water before putting the sleeve on to prepare it and once it is on, if your baby doesn't drink the whole thng, you have to twist the sleeve and try to see through one of the holes to see how much s/he ate or take it off again.  It became such a pain in the butt for us that we no longer use them.  Maybe if your baby consistently eats the same amount of ounces this would not be a concern, but for us it was.",english,3.0,neutral,baby
baby_0473_rev_6541,"I got this for my child as soon as she was sitting up.  She is still playing with it 6 months later.  The pieces all move and it is very sturdy but light and portable.  Its not electronic, which is a nice change from other toys and so the sounds aren't annoying either.",english,5.0,positive,baby
baby_0474_rev_3045,"Great concept but is the equivalent of a size one in other pockets/aio dipes. Unless your kid is super skinny, this is probably not for you.",english,3.0,neutral,baby
baby_0475_rev_6241,"These were the best (bar none) bibs for bottle feeding a newborn!! The slight roll at the neckline of the bib really keeps a lot of milk/formula from running down a baby's neck, which can get really gross. Also very absorbent!",english,5.0,positive,baby
baby_0476_rev_6134,"The moment you open the lid EVERYTHING become unsterlized. You spend more time trying to sterilize bottles than playing with or feeding your newborn. Your house isn't a hospital. Just use hot, soapy water -- it works just as well.",english,1.0,negative,baby
baby_0477_rev_5957,"I had high hopes for the Baby Shusher. Unfortunately for us though, it did not shush our baby. I could tell that he did listen to it and it did seem to (somewhat) prolong a calm period, but it didn't do the trick when he was fussy and tough to soothe. Dry diaper and full belly made no difference at all. I did end up returning it as it is a bit expensive.",english,3.0,neutral,baby
baby_0478_rev_8977,"These are wonderful! My baby was getting uncomfortable being swaddled at about three months, so we decided to make the switch to sleep sacks. We were worried that with her arms free that she might have a hard time falling and/or staying asleep. This was true at first so we started by only putting her in these during the daytime - in a light cotton one. After about a week she was not waking early from her naps anymore and after two weeks we tried her in it at night - and she slept straight through the night (as she did when she was swaddled). So the transition was painless and she seemed a much happier baby to be able to reach her hands and move her arms.While I didn't notice shrinkage I did notice that the zipper does bunch up a bit, but this hasn't been a problem. Sometimes my daughter sucks on it if it gets close to her mouth, but she has to reach for it - it doesn't cover her face at all or trap air that she could rebreathe.I didn't like that these don't have sleeves so I tried Carter's sleep sacks and found the sleeves to be too short and hard to get on my daughter. Those sacks only come in one size which my daughter has already outgrown at four months (14 lbs, 24 inches). She has also outgrown the small size sleep sack, but the medium size fits her perfectly with some room to grow.I didn't want to use fleece at first since it is polyester. I wanted to use cotton. But we've found that she sleeps longer and seems to prefer he heavier fabric of the fleece one.Also, we only bought these in blue even though we have a girl because the color is calming to our easily overstimulated baby.We've washed these many times and they look just as good and hold together just as well as they did originally.We've also found you can put your baby into the next larger size without it being so big that they can get their arms out or that it bunches up around their face. So after everything we've tried we've loved these sleep sacks from day one.",english,5.0,positive,baby
baby_0479_rev_856,"This is a cute little food container for kids, and it does work well with dry food that doesn't have a lot of crumbs. There's two compartments big enough for baby size portions and a little spoon that hides in the center. The whole package is colorful and relatively sturdy- made of thick molded plastic with a separate piece lid that's flexible down the center.I'm a bit surprised to say that the main drawback of this product is it's simply not that well made. My past experience with Fisher Price is that their quality is top-notch- things fit snugly, it's durable, easy to clean, etc. Well, this item does meet the latter two criteria, but it doesn't fit together well at all. Push one side down, the other pops up. You have to put a lot of pressure on both halves to get them to stick, and even then I'd be leery about just tossing this in a bag. If you drop it, almost certainly the cover will pop off. It looks to me like the molding is just plain not on the ball.It's also not watertight in the least- contrary to the packaging claims. You can very easily test this by putting some water in there and holding the container sideways- it'll just come right out. After some cajoling, I did manage to get the lid on tightly enough that it stopped sloshing motions from spilling, but that's as good as it got. This cuts down on its utility quite a bit, since a lot of baby food is pretty watery. It looks like they tried to do too many things at once: have a low profile container with removable and flexible lid, two compartments, holding area for the spoon, and also keep it cheap (which it is). If the lid didn't have a flex point and just snapped over it like Tupperware, it'd be fine. If they did away with the separate spoon container, it'd also be fine. If the container was a bit taller with a thicker lip, it'd be fine. But unfortunately this just isn't the case.That having been said, it's still an okay container for solid food and it's both cheap and practically indestructible.",english,3.0,neutral,baby
baby_0480_rev_9601,"I got this for my infant who is in the process of learning to sit and his nursery theme is whales. Well this mat doesn't stick to any part of our tub. I even tied the sides to make it a picture for him to look at while in the tub and falls after a few minutes. Since it doesn't stick to the bottom it will try to float, not fun at all. The suckers on this mat are very small about the size of my thumb. I think I would of had better luck if they were bigger. Now the mat just sits on the bathroom floor unused.",english,2.0,negative,baby
baby_0481_rev_3406,"This book is OK, but we were disappointed.  My son loves pandas, he has a stuffed panda he can stare at forever...and the front page is the best part, since it has crinkle and a 3D fuzzy panda face.  The rest of the pages are pretty boring, my son (4 months) doesn't engage with this book nearly as much as other similar books.  We prefer the Fuzzy Bee book, he can play/""read"" that for 10-20 minutes on his own without getting bored, but this one lasts less than a minute. Since there are no phrases in this book, only single words, it's not fun for us to read together either.  Overall, I'd say ""meh"".",english,3.0,neutral,baby
baby_0482_rev_2478,"I don't hate this thing, but it doesn't work for me. I have an electric medela pump in style as well as a manual tommee tippee pump. I purchased this hoping to have an extra pump solely to keep in the car for frequent family road trips. I wanted something more convenient than lugging around the electric, and that would &#34;fold&#34; down smaller than the tommee tippee. Of the 3 pumps this one by far breaks down to be the smallest, so it is very easy to toss in a purse or diaper bag to take with you without being all, &#34;Hey! That lady is lugging around a breast pump!&#34; The grip on this pump is comfortable and easy to squeeze. The fact that it rotates is handy and annoying at the same time. You aren't stuck with it being in an uncomfortable position, but as you're pumping it can keep sliding around, making it hard to maintain a rhythm. I like that it will accept the other medela breast shields, since I need a larger size than what is supplied with the pump. My larger shields just press in to the connector the same way my electric pump does. This pump also uses the same valves and membranes as the electric so I can easily swap them out should I tear one while cleaning. The problem I have with this pump is that there just isn't enough suction for my personal needs. The only way I could get any milk out was when I was overly full, bordering on complete engorgement. (So...toward the very early morning hours when I had very little motivation to actually do any pumping.) I could pump and pump knowing full well there was milk still there for the taking, but not getting anything (or VERY little) out. After it not working, I could switch to either of my other 2 pumps and get the several ounces that I could feel was there all along. I tend to use my electric pump at a higher setting, and the opening of the tommee tippee breast shield is so small that it contributes to the good suction I can get with that pump.  Keeping that in mind I experimented and used the smaller sized medela shield that came with this pump and had a little better success at getting milk out, but the trade off was sore, scuffed up nipples, so in the end I went back to using the pumps I already owned rather than risk any more damage to my body.  I was so disappointed that this didn't work for me, but I do think it's a high quality product.",english,3.0,neutral,baby
