,product_id,product_name,product_category,review_id,stars,review_text,review_length,language,sentiment,text_length,word_count
2184,37934532,studio photographie avec Double bande Led Mini Studio Boite à lumière Lightbox,TV & HIGH TECH,37934532_rev_3,2.0,صغيرا جداً (الصور تشير إلى العكس) ، وأدى قوياً جداً وغير منتشراً، مما يخلق انعكاسات هائلة.,115,darija_arabic,negative,90,16
2185,66170463,Amazon Fire TV Stick Remote Control L5B83G Alexa Voice Remote controls with prime video NETFLIX APPS amazon music,TV & HIGH TECH,66170463_rev_3,5.0,يعمل بشكل جيد مع تطبيقات مثل Netflix و Prime.,101,darija_arabic,positive,45,9
2186,62807295,Taurus Friteuse à air sans huile AIR FRYER MAX FRY 12 programmes XXL 5.5L - 2ans de garantie,"Maison, cuisine & bureau",62807295_rev_4,3.0,قم بالقيام بالعملية ولكن ليس على القمة,27,darija_arabic,neutral,38,7
2187,mpg1544723,"REVOLUTION 24 HD Ready LED Tv HD Récepteur intégré + TNT + HDMI, USB, A+DC, Support Mural",TV & HIGH TECH,mpg1544723_rev_3,2.0,التلفزيون يعمل بشكل جيد ولكن المستقبل المدمج لا يستقبل أي إشارات.,71,darija_arabic,negative,65,11
2188,62988362,"Lampe de poche 70.2 LED rechargeables, super lumineuses, zoomables",Sports & Loisirs,62988362_rev_4,3.0,إن قدرة البطارية مقارنة بقوة مصباح المصباح غير كافية.,85,darija_arabic,neutral,53,9
2189,mpg1469917,"Astro Lighting Ring Light LED RGB 26 cm avec Trépied 2 m – 18 Modes Couleurs – Intensité Réglable – Support Smartphone & Caméra pour Streaming, Maquillage et Création de Contenu",TV & HIGH TECH,mpg1469917_rev_4,3.0,لقد وصلت إليها بأقدام متضررة قليلاً,42,darija_arabic,neutral,35,6
2190,40817040,Taurus Grille-pain Mytoast II 750W 2 fentes 7 niveaux de brunissage - 2ans de garantie,"Maison, cuisine & bureau",40817040_rev_5,5.0,فهي مفيدة للغاية,13,darija_arabic,positive,16,3
2191,64159035,Okapi Couteau lame de verrouillage Afrique du Sud lune & étoiles 24 cm,Sports & Loisirs,64159035_rev_6,1.0,ج: صفر جداً,10,darija_arabic,negative,11,3
2192,mpg875665,PACK DE 100 Pcs barbecue EN BOIS PULSES POUR BROCHETTE purement naturel,Sports & Loisirs,mpg875665_rev_3,3.0,حسناً ????,9,darija_arabic,neutral,10,2
2193,65603595,"TP-Link PACK 2 Caméra Surveillance WiFi intérieure 360° Tapo C200, FHD 1080P",TV & HIGH TECH,65603595_rev_4,1.0,لم يتم تسليم المنتج الذي طلبته ولم يتم سداد طلبي منذ 28 يوماً ... خدمة العملاء ضعيفة !!!!,174,darija_arabic,negative,89,18
2194,67637557,"Tapis de pique-nique & plage extra large 200x200cm, couverture de camping imperméable, lavable, léger & pliable",Sports & Loisirs,67637557_rev_3,5.0,ثلاثة ممارسات مميزة.,21,darija_arabic,positive,20,3
2195,mpg1461010,"Logitech K400 Plus Clavier Sans Fil Touch TV Avec Contrôle Média et Pavé Tactile, Clavier Francais AZERTY - Noir",Informatique,mpg1461010_rev_5,3.0,لا يرضي تمامًا اختبر على ماك ، والاتصال يقطع في كل مرة.,106,darija_arabic,neutral,55,12
2196,mpg928600,Bsh Corde à Sauter PROFESSIONNEL  Noir BSH,Sports & Loisirs,mpg928600_rev_3,3.0,وبالرغم من ذلك، فإن الحفاظ على تقدمها أمر بالغ الأهمية.,31,darija_arabic,neutral,55,10
2197,mpg1539036,X96 PRO Smart TV BOX Dual Wifi 4Go+64Go Allwinner H616 6K ANDROID 15,TV & HIGH TECH,mpg1539036_rev_4,3.0,أداة جيدة بشكل عام، ولكن يوتيوب خطأ ويحتاج إلى إعادة تعيينها للعمل، وليس من المستغرب أن النسخة Android المثبتة ليست معتمدة من قبل جوجل. وإلا فإن التطبيقات الأخرى تعمل بشكل صحيح.,238,darija_arabic,neutral,177,31
2198,65774067,"Miroir Retroviseur Moto, Retroviseur Trottinette électriques, Retroviseur Velo, Miroir réglable à 360°",Sports & Loisirs,65774067_rev_4,2.0,رؤية Mauvaise,15,darija_arabic,negative,13,2
2199,65429625,"EZVIZ DP2C 1080P Judas Numérique, Visiophone Connecté Interphone Vidéo, Caméra",TV & HIGH TECH,65429625_rev_5,5.0,منتج عالي الجودة ويتوافق مع التعريف,53,darija_arabic,positive,35,6
2200,54399152,Bonnet de natation en silicone Imperméable Bonnet de Piscine & Sports Nautiques,Sports & Loisirs,54399152_rev_3,2.0,إنه صغير جداً.,12,darija_arabic,negative,14,3
2201,65774067,"Miroir Retroviseur Moto, Retroviseur Trottinette électriques, Retroviseur Velo, Miroir réglable à 360°",Sports & Loisirs,65774067_rev_5,1.0,مقالة من نوعية سيئة جداً تأثير التوسع على مرآة المرآة الخلفية,85,darija_arabic,negative,61,11
2202,63523557,Accélérateur Scooter électrique pour Xiaomi Pro M365,Sports & Loisirs,63523557_rev_3,3.0,في البداية، كان كل شيء يعمل بشكل جيد، ولكن بعد ثلاثة أسابيع، لا يزال جهاز التسارع متكاملًا.,86,darija_arabic,neutral,91,17
2203,mpg1150540,2 pièces Studio Photographie Professionnel Softbox vidéo Photo 50 cm x 70 cm + Tripied 2m Approx - Pour Canon Nikon Sony Tous les appareils,TV & HIGH TECH,mpg1150540_rev_5,4.0,على سبيل المثال لا الحصر، فإن الساقين خفيفة جداً، وبالتالي فإنها تعطي بعض التوازن، أو أنها راضية جداً.,104,darija_arabic,positive,102,18
2204,63574765,FAFA SPORT Gants de musculation en cuir avec bandes de poignets intégrés gants de fitness,Sports & Loisirs,63574765_rev_4,4.0,جودة جيدة,13,darija_arabic,positive,9,2
2205,66566734,Kraft line Aspirateur Eau et Poussière KRAFTLINE 20L – 2500W (AS-8811),"Maison, cuisine & bureau",66566734_rev_4,3.0,من المستحيل تركيب العجلات التي تتحرك باستمرار، لذلك ليس ممكناً للغاية، لحسن الحظ، فإنه يتطلع!,119,darija_arabic,neutral,93,15
2206,66170463,Amazon Fire TV Stick Remote Control L5B83G Alexa Voice Remote controls with prime video NETFLIX APPS amazon music,TV & HIGH TECH,66170463_rev_3,5.0,يعمل بشكل جيد مع تطبيقات مثل Netflix و Prime.,101,darija_arabic,positive,45,9
2207,mpg1460809,Lamacom Presse Agrumes Electrique 700 ml / Jus Orange & Citron - presse-agrumes 40W,"Maison, cuisine & bureau",mpg1460809_rev_3,1.0,لا دافئ ولا تدور,25,darija_arabic,negative,16,4
2208,63928477,Mini Cam Full HD 1080P Micro Caméscope Corporel Enregistreur Vocal Vidéo CarteTF,TV & HIGH TECH,63928477_rev_3,2.0,هذه الكاميرا لا تعمل بشكل صحيح: يجب أن تبقى متعلقة باستمرار، مما يجعلها غير قابلة للاستخدام المعلن عنها. الخصائص الخادعة، وخاصة فيما يتعلق بطاقة الذاكرة (64 غو إلزامية) ، والمعلومات غير المحددة بوضوح. الجودة المصنعة ضعيفة، والكاميرا يمكن اكتشافها بسهولة، وبالتالي فهي لا فائدة من أي استخدام متواضع. بصراحة، هذه خسارة أموال. أنا آسف بشدة على هذه الشراء. هذه هي تجربتي الأولى على Jumia وهي سلبية للغاية. أنا أوصي بشدة على هذا المنتج والبائع.,645,darija_arabic,negative,439,74
2209,60840048,DECAKILA Mixeur sur socle 570ml,"Maison, cuisine & bureau",60840048_rev_4,3.0,إنه ليس قويا بما فيه الكفاية,27,darija_arabic,neutral,28,6
2210,mpg1347370,"Cadenas à combinaison à 3 chiffres , serrure à code, Anti-vol, cadenas à bagages 1pcs",Sports & Loisirs,mpg1347370_rev_4,2.0,فصيلة من السلاسل الضعيفة للغاية!,33,darija_arabic,negative,32,5
2211,62028655,Molten Ballon de football Taille 5,Sports & Loisirs,62028655_rev_3,4.0,الجودة المتوسطة,18,darija_arabic,positive,15,2
2212,mpg1446904,"Machine de scellage à vide Emballeur des aliments, Machine d'emballage sous vide","Maison, cuisine & bureau",mpg1446904_rev_3,1.0,لا يعمل، لا يستنشق الهواء.,41,darija_arabic,negative,26,5
2213,mpg1375344,Ring Light lumineux LED 26cm + Trepied Tripod 2m,TV & HIGH TECH,mpg1375344_rev_3,1.0,خفيف جدا,10,darija_arabic,negative,8,2
2214,65603595,"TP-Link PACK 2 Caméra Surveillance WiFi intérieure 360° Tapo C200, FHD 1080P",TV & HIGH TECH,65603595_rev_4,1.0,لم يتم تسليم المنتج الذي طلبته ولم يتم سداد طلبي منذ 28 يوماً ... خدمة العملاء ضعيفة !!!!,174,darija_arabic,negative,89,18
2215,mpg1526706,Trottinette Pliable pour Enfant de 3 À 6 Ans Led,Sports & Loisirs,mpg1526706_rev_3,1.0,ليس صلبا,16,darija_arabic,negative,8,2
2216,mpg1398156,Solac Friteuse sans huile à air chaud - AIR FRYER - 7litres - 10 programmes,"Maison, cuisine & bureau",mpg1398156_rev_4,1.0,أنا لست راضًا عن شراءي على الإطلاق ، هناك بالفعل زر لا يعمل.,84,darija_arabic,negative,60,13
2217,62012064,"Baseus Câble HDMI Male Vers HDMI Male, 4K 60 Hz 3D 18Gbps 1m Haute Qualité Supporte 4K",TV & HIGH TECH,62012064_rev_3,5.0,كابل جيد,9,darija_arabic,positive,8,2
2218,65761896,"Support TV mural pour LCD 14-42 pouces, capacité de charge jusqu'à 25 kg",TV & HIGH TECH,65761896_rev_4,5.0,ممتازة. من المعدن ، واللون الأسود المطبخ المضاد للفراش المقدمة مع شفتة ورقصة التثبيت في الصلب ???? في 7/02/2026,121,darija_arabic,positive,111,19
2219,mpg1446830,"Hachoir électrique 2l, 2 vitesses, pour aliments herbe viande et légumes, 300W","Maison, cuisine & bureau",mpg1446830_rev_3,5.0,المثالية,7,darija_arabic,positive,8,1
2220,64800264,"Ensemble survêtement 2 pièces pour homme, bonne qualité, couleur gris",Sports & Loisirs,64800264_rev_3,1.0,ثياب منخفضة الجودة. بصراحة، الثياب التي تباع في الشوارع مقابل 70 درهم هي من الجودة الأفضل. بصراحة، طالما أن هذا الموقع يسمح لهذا النوع من التجارة والبائعين، لن أشتري أي شيء منهم بعد الآن.,235,darija_arabic,negative,187,34
2221,65661061,Parasol de Plage Portable avec Protection UV pour Jardin et Camping 180x180cm,Sports & Loisirs,65661061_rev_5,5.0,كما هو موضح، تقرير جودة الأسعار,47,darija_arabic,positive,31,6
2222,36830720,"Trépied, Support Télescopique en aluminium Pour Appareil Photo ,102 cm Avec sacoche de protection et Mount pour smartphone , Tripod Gris",TV & HIGH TECH,36830720_rev_4,3.0,ليس سيئاً ولكن ضعيفاً,20,darija_arabic,neutral,21,4
2223,mpg1501557,Bandes Bandage MMA Pour Gant Boxe Boxing + Protège-dents (NOIR),Sports & Loisirs,mpg1501557_rev_3,3.0,الشريطات ليست سيئة ولكن حماية الأسنان ثلاثة صفر,51,darija_arabic,neutral,47,8
2224,mpg1461010,"Logitech K400 Plus Clavier Sans Fil Touch TV Avec Contrôle Média et Pavé Tactile, Clavier Francais AZERTY - Noir",Informatique,mpg1461010_rev_5,3.0,لا يرضي تمامًا اختبر على ماك ، والاتصال يقطع في كل مرة.,106,darija_arabic,neutral,55,12
2225,65775092,REVOLUTION Box TV X197 Android 14 Ultra HD RAM 2Go Stockage 16Go + 12 mois d'abonnement,TV & HIGH TECH,65775092_rev_3,1.0,إن المنتج الذي يتم تسليمه لا يعمل.,31,darija_arabic,negative,34,7
2226,67547186,"Candy Congélateur Vertical 91L Pose Libre avec 4 Tiroirs, Porte réversible, CCTUS 542XH 15","Maison, cuisine & bureau",67547186_rev_3,1.0,المادة تتضمن العديد من التكاليف، وقد تم تسليمها، ولكن لم يتم ذكرها على الإنترنت، لذلك لم يكن لدي أي يد للحصول على مطالبة وإرجاعها في خلال المدة القانونية السبعة أيام، أجد أن النظام يتم التلاعب به حتى لا يتم إرجاع المنتج في الوقت المحدد....,264,darija_arabic,negative,239,44
2227,67228364,3 lentilles 3 écrans caméra solaire 4G 15MP HD Surveillance extérieure sécurité moniteur IP Vision nocturne caméras de vidéosurveillance étanches V380pro,TV & HIGH TECH,67228364_rev_3,3.0,لا تقبل الرقائق المدفوعة مسبقاً، تحتاج إلى الرقائق من نوع الاشتراك، مشكلة APN غير معروفة.,96,darija_arabic,neutral,89,15
2228,64221659,"Télécommande universelle pour Samsung Smart TV,",TV & HIGH TECH,64221659_rev_5,1.0,إن المنتج ناقص، وقد تم تغيير البطاريات عدة مرات، وقد جربت على العديد من التلفزيونات، ولكن لا يوجد إشارة.,113,darija_arabic,negative,104,19
2229,65761896,"Support TV mural pour LCD 14-42 pouces, capacité de charge jusqu'à 25 kg",TV & HIGH TECH,65761896_rev_4,5.0,ممتازة. من المعدن ، واللون الأسود المطبخ المضاد للفراش المقدمة مع شفتة ورقصة التثبيت في الصلب ???? في 7/02/2026,121,darija_arabic,positive,111,19
2230,62028655,Molten Ballon de football Taille 5,Sports & Loisirs,62028655_rev_3,4.0,الجودة المتوسطة,18,darija_arabic,positive,15,2
2231,66170463,Amazon Fire TV Stick Remote Control L5B83G Alexa Voice Remote controls with prime video NETFLIX APPS amazon music,TV & HIGH TECH,66170463_rev_3,5.0,يعمل بشكل جيد مع تطبيقات مثل Netflix و Prime.,101,darija_arabic,positive,45,9
2232,mpg1399528,PROFI CARE Aspirateur à main et au sol à batterie haute performance - nettoyage sans fil,"Maison, cuisine & bureau",mpg1399528_rev_3,2.0,المنتج صحيح. للأسف، تُفصل عجلات الجدول بعد حوالي ستة أشهر من شرائها. إنها خارج المقصورة، مما يجعلها عرضة للخطر. أنا لا أوصي بأي شكل من الأشكال بهذه المادة على هذا السعر لاستخدام قصير.,257,darija_arabic,negative,183,33
2233,53823858,Solac Aspirateur balai sans fil Batterie BLANK CANVAS 29V AE2502-2ans de garantie,"Maison, cuisine & bureau",53823858_rev_3,1.0,طموح بشدة.,15,darija_arabic,negative,10,2
2234,65320593,Haeger Robot Mixeur plongeant -  4 en 1 - 600W - 3 vitesses,"Maison, cuisine & bureau",65320593_rev_5,3.0,إنها تعمل بشكل جيد، ولكن يد الروبوتات لا تتضامن بشكل جيد مع الاختلاط أو البطارية، يجب أن تمسك كل منهما بكلتا اليدين، وهذا ليس مفيدًا.,155,darija_arabic,neutral,133,25
2235,63364111,bouchons d'oreilles souples de natation piscine Sport plage surf,Sports & Loisirs,63364111_rev_3,5.0,مرنة ومرنة جيدة للأذنين,40,darija_arabic,positive,23,4
2236,67279533,Taurus Robot Pétrin Multifonction Mixing Chef XL 7L 1800W – 6 Vitesses – Garantie 2 Ans,"Maison, cuisine & bureau",67279533_rev_3,5.0,تقرير الجودة السعر المثالية، لا تصنع الكثير من الضوضاء، فإنه يقوم بعمله بشكل رائع,90,darija_arabic,positive,81,14
2237,mpg1544888,"Samsung 32 HD Smart TV One UI Tizen, HDR, TV Plus gratuit + Support Gratuit, 32H5000F",TV & HIGH TECH,mpg1544888_rev_4,3.0,ويتعين عليّ ربط جهاز استقبال خارجي,39,darija_arabic,neutral,34,6
2238,64694205,Owlenz SD350 WIFI Android 9.0 Projecteur HD 3000 Lumens MINI,TV & HIGH TECH,64694205_rev_6,2.0,الصورة المضربة ضبابية ومشوهة!,40,darija_arabic,negative,29,4
2239,67228364,3 lentilles 3 écrans caméra solaire 4G 15MP HD Surveillance extérieure sécurité moniteur IP Vision nocturne caméras de vidéosurveillance étanches V380pro,TV & HIGH TECH,67228364_rev_3,3.0,لا تقبل الرقائق المدفوعة مسبقاً، تحتاج إلى الرقائق من نوع الاشتراك، مشكلة APN غير معروفة.,96,darija_arabic,neutral,89,15
2240,40817040,Taurus Grille-pain Mytoast II 750W 2 fentes 7 niveaux de brunissage - 2ans de garantie,"Maison, cuisine & bureau",40817040_rev_5,5.0,فهي مفيدة للغاية,13,darija_arabic,positive,16,3
2241,mpg875665,PACK DE 100 Pcs barbecue EN BOIS PULSES POUR BROCHETTE purement naturel,Sports & Loisirs,mpg875665_rev_5,5.0,المنتج المعبأة بشكل جيد، جودة جيدة.,35,darija_arabic,positive,35,6
2242,48136745,Pakka Gants pour Musculation et cyclisme en Cuir et Daim - Noir,Sports & Loisirs,48136745_rev_5,3.0,متوسط الجودة، منتج جيد في الاستخدام مع الحد الأدنى من الظروف، فمن الممكن العثور على أفضل.,105,darija_arabic,neutral,89,16
2243,39012498,Dml HOMME CINÉMA Haut parleur Subwoofer bluetooth  2 BAF BT /USB/AUX/FM télécommande,TV & HIGH TECH,39012498_rev_5,2.0,ينتج بشكل جيد جداً.,19,darija_arabic,negative,19,4
2244,62028655,Molten Ballon de football Taille 5,Sports & Loisirs,62028655_rev_3,4.0,الجودة المتوسطة,18,darija_arabic,positive,15,2
2245,63134567,"Chargeur au Lithium 36v Output 42V/ 2A Pour Vélo électrique, Trottinette",Sports & Loisirs,63134567_rev_4,5.0,جيد جداً,8,darija_arabic,positive,8,2
2246,mpg1533410,kit de Bandes Élastique Fitness Résistance -150 LBS en Total- 11 Pièces de Résistance,Sports & Loisirs,mpg1533410_rev_3,2.0,إنّه من الضروريّ جداً أن أصلح الكابل الأسود عن طريق إصدار حلقات عضليّة متغطّية.,78,darija_arabic,negative,79,14
2247,37481455,Bluedio HS Haut-parleur Bluetooth portable sans fil portable avec radio FM et carte Micro SD,TV & HIGH TECH,37481455_rev_4,5.0,الجودة العملية الرائعة جداً و الجودة المثالية على الإطلاق.,62,darija_arabic,positive,58,9
2248,65775092,REVOLUTION Box TV X197 Android 14 Ultra HD RAM 2Go Stockage 16Go + 12 mois d'abonnement,TV & HIGH TECH,65775092_rev_5,5.0,الألوان والصورة أعلى,28,darija_arabic,positive,20,3
2249,mpg1324111,"Câble stéréo R C A phono vers jack mâle 3,5mm 1,5M - Jack to Blanc et Rouge",TV & HIGH TECH,mpg1324111_rev_5,3.0,لقد تم تسليمه في حزمة خاطئة، شكراً جزئياً على إصلاح مشكلة التعبئة لتحقيق جودة المنتج إلى المستوى المرغوب فيه.,167,darija_arabic,neutral,109,19
2250,67273093,Taurus Aspirateur Balai Homeland Infinity Ultra Léger 600 W,"Maison, cuisine & bureau",67273093_rev_4,1.0,لا أوصي بذلك.,23,darija_arabic,negative,13,3
2251,64549668,"WILD MAN Sacoche Trottinette Electrique Velo Scooter Coque Rigide, impermeable (3L)",Sports & Loisirs,64549668_rev_5,5.0,منتج جيد أوصي به,28,darija_arabic,positive,16,4
2252,66597548,Jamaky Gaufrier électrique 4 gaufrettes sous la forme d’un carré 2800 wates,"Maison, cuisine & bureau",66597548_rev_4,4.0,ممتاز ممتاز,9,darija_arabic,positive,11,2
2253,mpg90555,"Tripied Trépied Pour telephone Support en aluminium d'appareil photo Camera, Léger, Portatif",TV & HIGH TECH,mpg90555_rev_3,3.0,إن الدعم قوي إذا كنت لا تريد أن يكون مرتفعاً جداً، فإن القلق هو أنه ليس مفيداً على الإطلاق للكاميرات الثقيلة. فإنه لن يستمر على الإطلاق. ولكن السعر يتحدث عن نفسه.,231,darija_arabic,neutral,162,31
2254,64760665,Coussinet pour Casque Bose Beats Studio 2/ Studio 3 Oreillette Remplacement,TV & HIGH TECH,64760665_rev_4,5.0,بصراحة، أنا دائماً راض عن منتجات جوميا، ولكن هذه المرة هي الأفضل .,109,darija_arabic,positive,66,13
2255,66170463,Amazon Fire TV Stick Remote Control L5B83G Alexa Voice Remote controls with prime video NETFLIX APPS amazon music,TV & HIGH TECH,66170463_rev_3,5.0,يعمل بشكل جيد مع تطبيقات مثل Netflix و Prime.,101,darija_arabic,positive,45,9
2256,52734642,"FAFA SPORT paire de poids ajustables au poignet et à la cheville, poids de pieds 1kg",Sports & Loisirs,52734642_rev_4,3.0,لا يلتصق الخدوش بشكل جيد.,35,darija_arabic,neutral,25,5
2257,65778846,XIAOMI Outdoor Camera AW300 (White),TV & HIGH TECH,65778846_rev_3,5.0,الكاميرا مقاومة لظروف الطقس مثل المطر الشديد في الخارج، والإشعاع عن بعد أو تلقائيًا هو خيار جيد في استخدام هذه الكاميرا.,180,darija_arabic,positive,120,21
2258,65418564,"Huile de Silicone, Lubrifiant pour Tapis de Course ett machine de musculation 5L",Sports & Loisirs,65418564_rev_5,5.0,حسناً، شكراً على المرحلة القادمة.,30,darija_arabic,positive,33,5
2259,39666935,Astro Lighting Ring Light pour Makeup Artist YouTuber Live Video Photography 26 cm + trépied 2m,TV & HIGH TECH,39666935_rev_4,5.0,فهي مفيدة للغاية,13,darija_arabic,positive,16,3
2260,63523557,Accélérateur Scooter électrique pour Xiaomi Pro M365,Sports & Loisirs,63523557_rev_3,3.0,في البداية، كان كل شيء يعمل بشكل جيد، ولكن بعد ثلاثة أسابيع، لا يزال جهاز التسارع متكاملًا.,86,darija_arabic,neutral,91,17
2261,67201651,"Tapis Antidérapante pour yoga,Fitness, sport et gymnastique, Tapis Multifonctionnel 180x50x0,6cm, Bleu",Sports & Loisirs,67201651_rev_3,3.0,متوسط ,8,darija_arabic,neutral,6,1
2262,63523557,Accélérateur Scooter électrique pour Xiaomi Pro M365,Sports & Loisirs,63523557_rev_3,3.0,في البداية، كان كل شيء يعمل بشكل جيد، ولكن بعد ثلاثة أسابيع، لا يزال جهاز التسارع متكاملًا.,86,darija_arabic,neutral,91,17
2263,mpg92932,Trépied  pour camera et téléphone ajustable et très solide YOUTUBEUR,TV & HIGH TECH,mpg92932_rev_4,1.0,هش جداً ,14,darija_arabic,negative,8,2
2264,mpg1526706,Trottinette Pliable pour Enfant de 3 À 6 Ans Led,Sports & Loisirs,mpg1526706_rev_3,1.0,ليس صلبا,16,darija_arabic,negative,8,2
2265,62091910,Curver Lot de 2 Accumulateur de Froid 400g – Blocs réfrigérants (2 pièces),Sports & Loisirs,62091910_rev_5,4.0,إنه ثلج كبير بسيط جداً ، لقد تلقيت الإثنين كإشارة ، وأستخدمهم لفترة جيدة ، لأشهر أعتقد أنهم متشابهون ولا يتغير شيء .,156,darija_arabic,positive,116,23
2266,65661061,Parasol de Plage Portable avec Protection UV pour Jardin et Camping 180x180cm,Sports & Loisirs,65661061_rev_5,5.0,كما هو موضح، تقرير جودة الأسعار,47,darija_arabic,positive,31,6
2267,mpg1141377,Pakka Gants Musculation et cyclisme pour hommes  et femmes en Cuir et Daim - Noir,Sports & Loisirs,mpg1141377_rev_4,3.0,لا بأس بذلك.,7,darija_arabic,neutral,12,3
2268,mpg886687,Puluz Boîte de Studio Photographie et shooting 40 cm Pliable 64 LED + 6 Couleurs de Fond,TV & HIGH TECH,mpg886687_rev_6,4.0,سهلة التصوير سهلة النقل سعر ميسور,71,darija_arabic,positive,33,6
2269,64193435,Kraft line Blender modèle germany avec Moulin à épices et Bol en Verre 1500w,"Maison, cuisine & bureau",64193435_rev_3,4.0,قوي جداً..,15,darija_arabic,positive,10,2
2270,65437112,Tefal Hachoir XXL Masterchop 1.5L 3en1 500w -  MB470B30,"Maison, cuisine & bureau",65437112_rev_4,3.0,حرق سريعاً...الضوضاء الصاخبة.,34,darija_arabic,neutral,29,3
2271,mpg1544888,"Samsung 32 HD Smart TV One UI Tizen, HDR, TV Plus gratuit + Support Gratuit, 32H5000F",TV & HIGH TECH,mpg1544888_rev_4,3.0,ويتعين عليّ ربط جهاز استقبال خارجي,39,darija_arabic,neutral,34,6
2272,67139786,XIAOMI Téléviseur A Pro 2026 65 pouces – L65MB-APME,TV & HIGH TECH,67139786_rev_3,5.0,أفضل قيمة على السوق أنا أوصي بشدة,67,darija_arabic,positive,33,7
2273,66566810,Kraft line Aspirateur Eau et Poussière KRAFTLINE 25L – 2500W (AS-8812),"Maison, cuisine & bureau",66566810_rev_4,3.0,وبالنسبة للثمن، فإنه يفعل ذلك.,30,darija_arabic,neutral,30,5
2274,53387582,Bosch Aspirateur sans sac cyclonique moteur puissant avec filtre Hepa couleur bleu,"Maison, cuisine & bureau",53387582_rev_5,5.0,أجهزة جيدة جداً، قوية وسهلة الاستخدام والفراغ. علامة تجارية. نسبة جيدة جداً للجودة / السعر.,107,darija_arabic,positive,91,15
2275,mpg1446904,"Machine de scellage à vide Emballeur des aliments, Machine d'emballage sous vide","Maison, cuisine & bureau",mpg1446904_rev_3,1.0,لا يعمل، لا يستنشق الهواء.,41,darija_arabic,negative,26,5
2276,mpg1544888,"Samsung 32 HD Smart TV One UI Tizen, HDR, TV Plus gratuit + Support Gratuit, 32H5000F",TV & HIGH TECH,mpg1544888_rev_4,3.0,ويتعين عليّ ربط جهاز استقبال خارجي,39,darija_arabic,neutral,34,6
2277,65321748,Mini caméra Espion caché enregistreur Audio vidéo Portable sans Fil 1080p,TV & HIGH TECH,65321748_rev_3,4.0,سأختبر بعد ذلك في العلم، لكنه يبدو جيدًا.,47,darija_arabic,positive,41,8
2278,63949403,poignée _ Musclet de main-Hand grip-Éponge Poignée 5kg/60kg,Sports & Loisirs,63949403_rev_5,3.0,كمبيوتر cassé,14,darija_arabic,neutral,13,2
2279,64902347,"Sac Rangement vêtements Voyage et léger, Sac à Dos de Sport, Fitness Bag, Femme",Sports & Loisirs,64902347_rev_3,1.0,جودة سيئة جدا,22,darija_arabic,negative,13,3
2280,65743968,Taurus Presse agrume CITRUS COMPACT Double sens de rotation - 2ans de garantie,"Maison, cuisine & bureau",65743968_rev_3,3.0,لا يكون البلاستيك في المطبوعات الصمغية صلباً إذا كسر بسرعة في المرحلة الأولى من الاستخدام، وظهرت شقوق.,118,darija_arabic,neutral,102,17
2281,mpg875665,PACK DE 100 Pcs barbecue EN BOIS PULSES POUR BROCHETTE purement naturel,Sports & Loisirs,mpg875665_rev_3,3.0,حسناً ????,9,darija_arabic,neutral,10,2
2282,64694205,Owlenz SD350 WIFI Android 9.0 Projecteur HD 3000 Lumens MINI,TV & HIGH TECH,64694205_rev_6,2.0,الصورة المضربة ضبابية ومشوهة!,40,darija_arabic,negative,29,4
2283,66104553,"Caméra WiFi Bulb à double objectif, protection de sécurité sans fil, caméra à suivi automatique, caméras de surveillance WiFi",TV & HIGH TECH,66104553_rev_3,5.0,بالضبط كما هو الحال في وصف المنتج على الموقع.,55,darija_arabic,positive,45,9
2284,50632521,Green Screen Studio Photo (3*2m) Arriere plan Fond Vert ChromaKey Backdrop (Sans Stand),TV & HIGH TECH,50632521_rev_5,3.0,تدابير كبيرة جيدة ولكن بدون دعم,37,darija_arabic,neutral,31,6
2285,64142811,PROTEGE DENT POUR ART MARTIAUX POUR ADULTES,Sports & Loisirs,64142811_rev_3,1.0,المنتج السيء,15,darija_arabic,negative,12,2
2286,35903368,"Support de Montage pour Téléviseur // supports muraux Bras Rotative Pour Tv LED, LCD, Écrans Plasma de 14-55"" TVs - Max 50 Kg // HDL-117B-2",TV & HIGH TECH,35903368_rev_5,1.0,غير عملي,16,darija_arabic,negative,8,2
2287,37934532,studio photographie avec Double bande Led Mini Studio Boite à lumière Lightbox,TV & HIGH TECH,37934532_rev_3,2.0,صغيرا جداً (الصور تشير إلى العكس) ، وأدى قوياً جداً وغير منتشراً، مما يخلق انعكاسات هائلة.,115,darija_arabic,negative,90,16
2288,mpg1446904,"Machine de scellage à vide Emballeur des aliments, Machine d'emballage sous vide","Maison, cuisine & bureau",mpg1446904_rev_3,1.0,لا يعمل، لا يستنشق الهواء.,41,darija_arabic,negative,26,5
2289,mpg1544729,"TCL 65 QLED 4K UHD Smart Google TV Dolby Vision, Atmos, Audio ONKYO, 144Hz, 65P8K + Support Gratuit",TV & HIGH TECH,mpg1544729_rev_5,5.0,جهاز عالي الجودة، سهل الاستخدام، صورة صافية، سرعة، تقنية، تجربة رائعة لرؤية مباريات أو أفلام مع,144,darija_arabic,positive,95,16
2290,mpg1544723,"REVOLUTION 24 HD Ready LED Tv HD Récepteur intégré + TNT + HDMI, USB, A+DC, Support Mural",TV & HIGH TECH,mpg1544723_rev_3,2.0,التلفزيون يعمل بشكل جيد ولكن المستقبل المدمج لا يستقبل أي إشارات.,71,darija_arabic,negative,65,11
