review_id,text,language,rating,sentiment,product_category,text_clean_classique,text_clean_light
baby_0428_rev_9960,"Our EBF son is VERY picky about his bottles and didn't care for this one. That being said, it was VERY easy to put together and clean, no leaks. I loved the price and I would have happily used it if he liked it!",ENGLISH,3.0,neutral,baby,ebf son picky bottle didnt care one said easy put together clean leak loved price would happily used liked,"our ebf son is very picky about his bottles and didn't care for this one. that being said, it was very easy to put together and clean, no leaks. i loved the price and i would have happily used it if he liked it!"
baby_0429_rev_2938,"I'm not so sure what all the hype is over this monkey. When I got him he felt very stiff to the touch, not soft and cuddly like stuffed animals should be. He's cute but not what I expected in a baby/toddler toy. I sent him back and had to pay about as much for shipping as the toy cost, so no refund there!",ENGLISH,2.0,negative,baby,im sure hype monkey got felt stiff touch soft cuddly like stuffed animal he cute expected babytoddler toy sent back pay much shipping toy cost refund,"i'm not so sure what all the hype is over this monkey. when i got him he felt very stiff to the touch, not soft and cuddly like stuffed animals should be. he's cute but not what i expected in a baby/toddler toy. i sent him back and had to pay about as much for shipping as the toy cost, so no refund there!"
baby_0430_rev_8087,"we love this stroller.  the fixed wheel has a more stable and safer feel to it. the area of the seat is roomy and is going to allow for a lot of growth.  our baby looks comfortable.  we have taken it on bumpy side walks, paved roads, slightly wooded areas and the ride has been smooth for the baby.  we have not run with this stroller on any surface other than pavement. regarding the fixed wheel, one can simply rock the stroller back to lift the front wheel if you encounter something that requires a sudden steer or swerve.  I would say this stroller if not for someone who will need to weave in and out of an area.  The hand brake is very nice and allows for sudden stops.  The wheel brakes are solid, that baby isn't going anywhere.  the tires are great.  the basket is adequate for ready to grab items and a decent sized diaper bag or backpack.  we haven't reclined the seat yet.  there is a warning about reclining the seat and the back of the stroller having weight on it and possibly causing tipping.  this would mean your baby could land on it head??  does not seem very probable, maybe for babies reaching the weight limit of the stroller.  all around, it fits our needs and our little one loves it.**UPDATE: still loving the stroller.  basket still fits our ready to grab needs; not intended for shopping for more than and item or two while having some baby supplies in it.  fits all needs for walking on any terrain.  not suggested for avid runners.  love the wheels and can maintain them on our own from regular bicycle wheel knowledge.",ENGLISH,5.0,positive,baby,love stroller fixed wheel stable safer feel area seat roomy going allow lot growth baby look comfortable taken bumpy side walk paved road slightly wooded area ride smooth baby run stroller surface pavement regarding fixed wheel one simply rock stroller back lift front wheel encounter something requires sudden steer swerve would say stroller someone need weave area hand brake nice allows sudden stop wheel brake solid baby isnt going anywhere tire great basket adequate ready grab item decent sized diaper bag backpack havent reclined seat yet warning reclining seat back stroller weight possibly causing tipping would mean baby could land head seem probable maybe baby reaching weight limit stroller around fit need little one love itupdate still loving stroller basket still fit ready grab need intended shopping item two baby supply fit need walking terrain suggested avid runner love wheel maintain regular bicycle wheel knowledge,"we love this stroller. the fixed wheel has a more stable and safer feel to it. the area of the seat is roomy and is going to allow for a lot of growth. our baby looks comfortable. we have taken it on bumpy side walks, paved roads, slightly wooded areas and the ride has been smooth for the baby. we have not run with this stroller on any surface other than pavement. regarding the fixed wheel, one can simply rock the stroller back to lift the front wheel if you encounter something that requires a sudden steer or swerve. i would say this stroller if not for someone who will need to weave in and out of an area. the hand brake is very nice and allows for sudden stops. the wheel brakes are solid, that baby isn't going anywhere. the tires are great. the basket is adequate for ready to grab items and a decent sized diaper bag or backpack. we haven't reclined the seat yet. there is a warning about reclining the seat and the back of the stroller having weight on it and possibly causing tipping. this would mean your baby could land on it head?? does not seem very probable, maybe for babies reaching the weight limit of the stroller. all around, it fits our needs and our little one loves it.**update: still loving the stroller. basket still fits our ready to grab needs; not intended for shopping for more than and item or two while having some baby supplies in it. fits all needs for walking on any terrain. not suggested for avid runners. love the wheels and can maintain them on our own from regular bicycle wheel knowledge."
baby_0431_rev_5908,"I love, love, love this sheet!  It is soft, fits on the mattress well, and organic; total package! It feels more like a cross between a flannel and knit sheet rather than a traditional cotton sheet.  I have been using it for about 4 months now, and have not had any problems with it shrinking as other reviewers have.  Overall, I would highly recommend it.",ENGLISH,5.0,positive,baby,love love love sheet soft fit mattress well organic total package feel like cross flannel knit sheet rather traditional cotton sheet using month problem shrinking reviewer overall would highly recommend,"i love, love, love this sheet! it is soft, fits on the mattress well, and organic; total package! it feels more like a cross between a flannel and knit sheet rather than a traditional cotton sheet. i have been using it for about 4 months now, and have not had any problems with it shrinking as other reviewers have. overall, i would highly recommend it."
baby_0432_rev_33,"I wanted a &#34;clock&#34; that tells my 26 month old when its ok for him to get out of bed in the morning. And I wanted one with pictures instead of colors because i'm not yet confident in his color association (he calls everything either green or orange right now).I spent hours and hours reading reviews of all the options on Amazon and finally picked this one. Now that I've had it a week I'm happy with my selection out of the available options.Did it work: yes.- My 26 month old son is no longer getting up at 5:00am on the dot. I had to set it at 5:15am for the first few days so when he got up at 5, we could go back and watch for it to change. But now when he wakes up at 5, he sees the bunny still asleep (or at least I assume he is) and rolls back over. I have the bunny now set at 6:00 and he's getting up around 6:15 or so. I assume this is not a co-incidence although he doesn&#8217;t really want to talk about the bunny when I praise him. Probably just playing it cool &#61514; In a week or so I might start to push the bunny towards 6:30 and see what happens. I know there are limits.- At bed time seeing the bunny asleep is NOT yet helping us. He doesn&#8217;t care that bunny is asleep, he still gets out of bed 100+ times when I&#8217;m trying to get him down. But it&#8217;s certainly not hurting either.Does it have flaws? yes, but none that are deal breakers.- Yes, its slightly confusing to get it set the first time. But nothing a smart parent and 5 minutes of reading can't solve. I got it right the 2nd time.- Yes, it resets EVERY time it gets unplugged. Once you know how to program it only takes 30 seconds each future time, but if my son was unplugging the clock then I'd go crazy. Luckily he is leaving it alone.- The 2nd &#8220;wake up&#8221; time for naps is useless for us. My son takes a 2 hour afternoon nap, but the time is slightly different every day, so setting the bunny to wake up at a specific time rather than an interval from a time I can choose on the fly is pointless.- I was actually SUPER confused on how to get the bunny to go back to bed after its awake for the day. I originally thought this is what the 2nd timer is for &#8211; to send the bunny back to sleep. After googling I found out that you actually have to toggle the main setting switch to &#8220;off&#8221; and then back &#8220;on&#8221; when you want the bunny to sleep again. So now in the morning, I just turn the clock off for the day (so bunny is not awake OR asleep at nap time), and then before bed I turn it back on and it defaults to asleep so it can wake again in the morning at the time I have set. Phew. Easy now that I figured it out. Turning it off allows you to keep your settings &#8211; its just getting unplugged that loses them for you.- The back power plug to the clock sticks out really far, so actually pretty difficult to hang on the wall even though there is a hanger hole on the back for this. We still have it hanging up, but its attached pretty awkwardly.If I could design a clock on my own?- Keep the bunny pictures as is &#8211; pretty great.- Put a plug directly onto the back of the clock so it plugs directly into the outlet &#8211; so no need to hang on the wall and no cords.- Make it blue tooth enabled to interact with your smart phone for programming &#8211; c&#8217;mon this is a no-brainer. We parents have money to burn and would pay for this feature.- Allows you to get rid of the buttons on the clock face that your kids can mess with.- Simple user interface to set clock time, wake up time, go to sleep time, interval timing options, and even toggle it off and on &#8211; all on the fly from your phone.- Sound features that can also be triggered either on timers or on the fly from your smart phone. There is a different clock (not this reviewed model) version that has a &#8216;go to sleep&#8217; warning chime, etc &#8211; but its so so limited because it needs to be pre-programmed and does not have an easy way to change quickly and in the moment.",ENGLISH,4.0,positive,baby,wanted clock tell month old ok get bed morning wanted one picture instead color im yet confident color association call everything either green orange right nowi spent hour hour reading review option amazon finally picked one ive week im happy selection available optionsdid work yes month old son longer getting dot set first day got could go back watch change wake see bunny still asleep least assume roll back bunny set he getting around assume coincidence although really want talk bunny praise probably playing cool week might start push bunny towards see happens know limit bed time seeing bunny asleep yet helping u care bunny asleep still get bed time trying get certainly hurting eitherdoes flaw yes none deal breaker yes slightly confusing get set first time nothing smart parent minute reading cant solve got right nd time yes reset every time get unplugged know program take second future time son unplugging clock id go crazy luckily leaving alone nd wake time nap useless u son take hour afternoon nap time slightly different every day setting bunny wake specific time rather interval time choose fly pointless actually super confused get bunny go back bed awake day originally thought nd timer send bunny back sleep googling found actually toggle main setting switch back want bunny sleep morning turn clock day bunny awake asleep nap time bed turn back default asleep wake morning time set phew easy figured turning allows keep setting getting unplugged loses back power plug clock stick really far actually pretty difficult hang wall even though hanger hole back still hanging attached pretty awkwardlyif could design clock keep bunny picture pretty great put plug directly onto back clock plug directly outlet need hang wall cord make blue tooth enabled interact smart phone programming c mon nobrainer parent money burn would pay feature allows get rid button clock face kid mess simple user interface set clock time wake time go sleep time interval timing option even toggle fly phone sound feature also triggered either timer fly smart phone different clock reviewed model version go sleep warning chime etc limited need preprogrammed easy way change quickly moment,"i wanted a &#34;clock&#34; that tells my 26 month old when its ok for him to get out of bed in the morning. and i wanted one with pictures instead of colors because i'm not yet confident in his color association (he calls everything either green or orange right now).i spent hours and hours reading reviews of all the options on amazon and finally picked this one. now that i've had it a week i'm happy with my selection out of the available options.did it work: yes.- my 26 month old son is no longer getting up at 5:00am on the dot. i had to set it at 5:15am for the first few days so when he got up at 5, we could go back and watch for it to change. but now when he wakes up at 5, he sees the bunny still asleep (or at least i assume he is) and rolls back over. i have the bunny now set at 6:00 and he's getting up around 6:15 or so. i assume this is not a co-incidence although he doesn&#8217;t really want to talk about the bunny when i praise him. probably just playing it cool &#61514; in a week or so i might start to push the bunny towards 6:30 and see what happens. i know there are limits.- at bed time seeing the bunny asleep is not yet helping us. he doesn&#8217;t care that bunny is asleep, he still gets out of bed 100+ times when i&#8217;m trying to get him down. but it&#8217;s certainly not hurting either.does it have flaws? yes, but none that are deal breakers.- yes, its slightly confusing to get it set the first time. but nothing a smart parent and 5 minutes of reading can't solve. i got it right the 2nd time.- yes, it resets every time it gets unplugged. once you know how to program it only takes 30 seconds each future time, but if my son was unplugging the clock then i'd go crazy. luckily he is leaving it alone.- the 2nd &#8220;wake up&#8221; time for naps is useless for us. my son takes a 2 hour afternoon nap, but the time is slightly different every day, so setting the bunny to wake up at a specific time rather than an interval from a time i can choose on the fly is pointless.- i was actually super confused on how to get the bunny to go back to bed after its awake for the day. i originally thought this is what the 2nd timer is for &#8211; to send the bunny back to sleep. after googling i found out that you actually have to toggle the main setting switch to &#8220;off&#8221; and then back &#8220;on&#8221; when you want the bunny to sleep again. so now in the morning, i just turn the clock off for the day (so bunny is not awake or asleep at nap time), and then before bed i turn it back on and it defaults to asleep so it can wake again in the morning at the time i have set. phew. easy now that i figured it out. turning it off allows you to keep your settings &#8211; its just getting unplugged that loses them for you.- the back power plug to the clock sticks out really far, so actually pretty difficult to hang on the wall even though there is a hanger hole on the back for this. we still have it hanging up, but its attached pretty awkwardly.if i could design a clock on my own?- keep the bunny pictures as is &#8211; pretty great.- put a plug directly onto the back of the clock so it plugs directly into the outlet &#8211; so no need to hang on the wall and no cords.- make it blue tooth enabled to interact with your smart phone for programming &#8211; c&#8217;mon this is a no-brainer. we parents have money to burn and would pay for this feature.- allows you to get rid of the buttons on the clock face that your kids can mess with.- simple user interface to set clock time, wake up time, go to sleep time, interval timing options, and even toggle it off and on &#8211; all on the fly from your phone.- sound features that can also be triggered either on timers or on the fly from your smart phone. there is a different clock (not this reviewed model) version that has a &#8216;go to sleep&#8217; warning chime, etc &#8211; but its so so limited because it needs to be pre-programmed and does not have an easy way to change quickly and in the moment."
baby_0433_rev_3795,"I'm sure this is a great product on some cribs, but on mine, it just didn't fit well. I still used it, but it didn't look very smooth and I kept having to rearrange the velcro straps.",ENGLISH,2.0,negative,baby,im sure great product crib mine didnt fit well still used didnt look smooth kept rearrange velcro strap,"i'm sure this is a great product on some cribs, but on mine, it just didn't fit well. i still used it, but it didn't look very smooth and i kept having to rearrange the velcro straps."
baby_0434_rev_6484,"I'm a fan of manual pumps in general--I've used a Medela Harmony for years as a supplement to the double electric I keep at work and I love the manual pump for its simplicity, efficiency and the fact that I seem to extract more milk while using it.But I recently found myself in a pinch where I was away from my baby for 24 hours without a pump.  The Dr. Brown's/Simplisse was the only pump available for sale in the vicinity so in desperation I plunked down $40 and gave it a try.Horrible.  It did a horrible job at removing milk from my breasts.  I pumped and pumped and pumped until my hand was exhausted and the milk came out drop by excruciating drop, then would stop coming but I could tell there was still quite a bit of milk in my breast.  I'm sure I had it assembled correctly because I took it apart and carefully reassembled it several times to make sure it was all airtight.  It's too darn gentle for its own good.The design is also bad.  Including the collection bottle and stand, this pump has 11 parts total, versus 7 total for the Medela Harmony.  That's several extra little parts to keep track of while washing and align correctly while reassembling.  Simplisse is quite a misnomer.The bulky pumping mechanism also obscures your view of your breast.  With the Medela pump, I look down and easily check on the alignment of my breast in pump and the milk flowing out.  With that pump, it's easy to tell when the milk has stopped flowing.  But with the Dr. Brown's/Simplisse, you can't see your nipple/breast, so it's a guessing game about whether any milk is actually being produced.",ENGLISH,1.0,negative,baby,im fan manual pump generalive used medela harmony year supplement double electric keep work love manual pump simplicity efficiency fact seem extract milk using itbut recently found pinch away baby hour without pump dr brownssimplisse pump available sale vicinity desperation plunked gave tryhorrible horrible job removing milk breast pumped pumped pumped hand exhausted milk came drop excruciating drop would stop coming could tell still quite bit milk breast im sure assembled correctly took apart carefully reassembled several time make sure airtight darn gentle goodthe design also bad including collection bottle stand pump part total versus total medela harmony thats several extra little part keep track washing align correctly reassembling simplisse quite misnomerthe bulky pumping mechanism also obscures view breast medela pump look easily check alignment breast pump milk flowing pump easy tell milk stopped flowing dr brownssimplisse cant see nipplebreast guessing game whether milk actually produced,"i'm a fan of manual pumps in general--i've used a medela harmony for years as a supplement to the double electric i keep at work and i love the manual pump for its simplicity, efficiency and the fact that i seem to extract more milk while using it.but i recently found myself in a pinch where i was away from my baby for 24 hours without a pump. the dr. brown's/simplisse was the only pump available for sale in the vicinity so in desperation i plunked down $40 and gave it a try.horrible. it did a horrible job at removing milk from my breasts. i pumped and pumped and pumped until my hand was exhausted and the milk came out drop by excruciating drop, then would stop coming but i could tell there was still quite a bit of milk in my breast. i'm sure i had it assembled correctly because i took it apart and carefully reassembled it several times to make sure it was all airtight. it's too darn gentle for its own good.the design is also bad. including the collection bottle and stand, this pump has 11 parts total, versus 7 total for the medela harmony. that's several extra little parts to keep track of while washing and align correctly while reassembling. simplisse is quite a misnomer.the bulky pumping mechanism also obscures your view of your breast. with the medela pump, i look down and easily check on the alignment of my breast in pump and the milk flowing out. with that pump, it's easy to tell when the milk has stopped flowing. but with the dr. brown's/simplisse, you can't see your nipple/breast, so it's a guessing game about whether any milk is actually being produced."
baby_0435_rev_9619,"I received this tub as a hand-me-down from my sister-in-law, who only used it a few times (if at all) with her own daughter. She had a habit of not using a lot of things that were given to her, so I didn't think anything of it. My baby disliked bathtime quite a bit when we first brought her home, since due to her attached cord she could only take sponge baths. Several weeks after her cord came off, I decided to give the infant tub a try. I thought she might enjoy her baths a little more if her body was actually submerged in water. She did! I, however, enjoy her bathtime a little less these days. I work full-time, and my husband is a stay-at-home dad, so I look forward to getting home in the evening and starting my baby's nighttime routine with her which, every other night, includes a bath. Ever since I started using the infant tub, baths have gotten a little more complicated for me. I find that I have to hold her with one hand to keep her from sliding over the middle bump, while washing her with the other. My husband and I are planning to have at least 2 more children after this one, so I always knew that I'd have to be one of those moms who can multi-task well - feed one baby while vaccuuming the floor while folding laundry, that sort of thing. But if I don't find a better tub, bathing my children will be a full-time job in itself! I have heard that the Bumbo is great for baths, so I'll probably just bide my time until she can sit in one of those and just place it directly in the adult tub at bathtime.",ENGLISH,3.0,neutral,baby,received tub handmedown sisterinlaw used time daughter habit using lot thing given didnt think anything baby disliked bathtime quite bit first brought home since due attached cord could take sponge bath several week cord came decided give infant tub try thought might enjoy bath little body actually submerged water however enjoy bathtime little less day work fulltime husband stayathome dad look forward getting home evening starting baby nighttime routine every night includes bath ever since started using infant tub bath gotten little complicated find hold one hand keep sliding middle bump washing husband planning least child one always knew id one mom multitask well feed one baby vaccuuming floor folding laundry sort thing dont find better tub bathing child fulltime job heard bumbo great bath ill probably bide time sit one place directly adult tub bathtime,"i received this tub as a hand-me-down from my sister-in-law, who only used it a few times (if at all) with her own daughter. she had a habit of not using a lot of things that were given to her, so i didn't think anything of it. my baby disliked bathtime quite a bit when we first brought her home, since due to her attached cord she could only take sponge baths. several weeks after her cord came off, i decided to give the infant tub a try. i thought she might enjoy her baths a little more if her body was actually submerged in water. she did! i, however, enjoy her bathtime a little less these days. i work full-time, and my husband is a stay-at-home dad, so i look forward to getting home in the evening and starting my baby's nighttime routine with her which, every other night, includes a bath. ever since i started using the infant tub, baths have gotten a little more complicated for me. i find that i have to hold her with one hand to keep her from sliding over the middle bump, while washing her with the other. my husband and i are planning to have at least 2 more children after this one, so i always knew that i'd have to be one of those moms who can multi-task well - feed one baby while vaccuuming the floor while folding laundry, that sort of thing. but if i don't find a better tub, bathing my children will be a full-time job in itself! i have heard that the bumbo is great for baths, so i'll probably just bide my time until she can sit in one of those and just place it directly in the adult tub at bathtime."
baby_0436_rev_443,"I've used Lansinoh, First Year & another kind (can't think of the brand), this has by far, the best kind out there. I don't mind paying the extra bucks as long as its worth it. That's exactly is the case here. I wouldn't have found this brand if I hadn't researched online. That was the first I had heard of this particular brand.",ENGLISH,5.0,positive,baby,ive used lansinoh first year another kind cant think brand far best kind dont mind paying extra buck long worth thats exactly case wouldnt found brand hadnt researched online first heard particular brand,"i've used lansinoh, first year & another kind (can't think of the brand), this has by far, the best kind out there. i don't mind paying the extra bucks as long as its worth it. that's exactly is the case here. i wouldn't have found this brand if i hadn't researched online. that was the first i had heard of this particular brand."
baby_0437_rev_3900,"My LO really likes these rings, he plays with them, put them in his mouth. Some have different textures so I believe they are meant to be used also as teethers?",ENGLISH,5.0,positive,baby,lo really like ring play put mouth different texture believe meant used also teethers,"my lo really likes these rings, he plays with them, put them in his mouth. some have different textures so i believe they are meant to be used also as teethers?"
baby_0438_rev_4027,"I thought so long and hard about buying this stroller... and I've thought equally hard about the review.  I so wanted to love it and for it to make life easier- but aside from a few trips I really feel like it wasn't needed and we could have made it without.Kids ages when bought:Lil' Sib- 1 monthBig Sib- 2yrs 6 monthsReason we bought:-We wanted to get a car seat stroller frame- and since we were already going to spend so much on one (We have a Chicco Keyfit) we thought might as well get a tandum that could hold the carseat/baby and toddler.When it came in handy:-When lil' sib was a infant and slept a lot so was kept in the carseat.. EXCEPT that this wasn't always comfortable for Big Sib, since you have to recline the front seat all the way so its always touching the back of their head if they are sitting.  When standing he really enjoyed being able to look at lil' sib in the carseat and lean on it.-We took it to Disney World, when kids were 3 months and 2yrs 8 months, was semi handy EXCEPT it's really a two handed fold... and that's hard to do with two kids, unless baby is in the carseat, if you're carrying baby in your arms, no idea how you would fold unless you had a safe place to put him/her...-Towing an infant and toddler through many airports/layovers.. even when they weren't in it (baby in carrier and toddler running a muck) it was like having one of those big airport push carts.Why I'm now not crazy about it...-The seats are unwashable... nothing tailored for babies and kids should be unwashable!  Especially since it comes with a tray attachment for snacks/drinks.  Kids + Snacks = Mess.  Also Big Sis, would sometimes put feet on the Toddler seat in the back... Toddler Feet + On things= Mess.. We got the purple, so it hasn't shown too much, but still.-It's heeeeaaavy.  I'm trying not to be surprised by that- I mean it has to be heavier than a single it's bigger, but you really want to take that into consideration if you don't live in a very flat neighborhood (we don't).  By the time you add the Car seat... the baby and the toddler, you're adding about 40+ lbs to the stroller.-Unless you're on flat paved ground, it's unwieldy to push.  Just a few small rocks or few day old unmowed grass and the front wheels are gonna go nutty on ya.-It takes up the entire trunk (regular sized sedan).  And you have to take off the carseat adapter to really get it in.-Now that infant is older, awake and playful and we're no longer using it with the carseat (Lil' Sib is 9 months, Older Sib is 3yrs 2 months) it's waaaay less useful.  Toddler doesn't want to sit in a stroller as much due to age... and so we wind up taking the single 9/10 times and bring the baby carrier in case we're out close to nap time an toddler wants to ride.Soooooo long story short, it was great as a carseat frame stroller with the perk of toddler being able to ride along, but once we were no longer using it as that- it just couldn't pass muster as our daily stroller.  We're going for another big trip and have been thinking which stroller to take... The Joovy is staying home- Maclaren and Beco Butterfly 2 baby carrier coming with.So I give 3 stars... when it was helpful (for those 3 or so months) it was great- but then... its usefulness was over and you'll find ours on craigslist.",ENGLISH,3.0,neutral,baby,thought long hard buying stroller ive thought equally hard review wanted love make life easier aside trip really feel like wasnt needed could made withoutkids age boughtlil sib monthbig sib yr monthsreason boughtwe wanted get car seat stroller frame since already going spend much one chicco keyfit thought might well get tandum could hold carseatbaby toddlerwhen came handywhen lil sib infant slept lot kept carseat except wasnt always comfortable big sib since recline front seat way always touching back head sitting standing really enjoyed able look lil sib carseat lean itwe took disney world kid month yr month semi handy except really two handed fold thats hard two kid unless baby carseat youre carrying baby arm idea would fold unless safe place put himhertowing infant toddler many airportslayovers even werent baby carrier toddler running muck like one big airport push cartswhy im crazy itthe seat unwashable nothing tailored baby kid unwashable especially since come tray attachment snacksdrinks kid snack mess also big si would sometimes put foot toddler seat back toddler foot thing mess got purple hasnt shown much stillits heeeeaaavy im trying surprised mean heavier single bigger really want take consideration dont live flat neighborhood dont time add car seat baby toddler youre adding lb strollerunless youre flat paved ground unwieldy push small rock day old unmowed grass front wheel gon na go nutty yait take entire trunk regular sized sedan take carseat adapter really get innow infant older awake playful longer using carseat lil sib month older sib yr month waaaay less useful toddler doesnt want sit stroller much due age wind taking single time bring baby carrier case close nap time toddler want ridesoooooo long story short great carseat frame stroller perk toddler able ride along longer using couldnt pas muster daily stroller going another big trip thinking stroller take joovy staying home maclaren beco butterfly baby carrier coming withso give star helpful month great usefulness youll find craigslist,"i thought so long and hard about buying this stroller... and i've thought equally hard about the review. i so wanted to love it and for it to make life easier- but aside from a few trips i really feel like it wasn't needed and we could have made it without.kids ages when bought:lil' sib- 1 monthbig sib- 2yrs 6 monthsreason we bought:-we wanted to get a car seat stroller frame- and since we were already going to spend so much on one (we have a chicco keyfit) we thought might as well get a tandum that could hold the carseat/baby and toddler.when it came in handy:-when lil' sib was a infant and slept a lot so was kept in the carseat.. except that this wasn't always comfortable for big sib, since you have to recline the front seat all the way so its always touching the back of their head if they are sitting. when standing he really enjoyed being able to look at lil' sib in the carseat and lean on it.-we took it to disney world, when kids were 3 months and 2yrs 8 months, was semi handy except it's really a two handed fold... and that's hard to do with two kids, unless baby is in the carseat, if you're carrying baby in your arms, no idea how you would fold unless you had a safe place to put him/her...-towing an infant and toddler through many airports/layovers.. even when they weren't in it (baby in carrier and toddler running a muck) it was like having one of those big airport push carts.why i'm now not crazy about it...-the seats are unwashable... nothing tailored for babies and kids should be unwashable! especially since it comes with a tray attachment for snacks/drinks. kids + snacks = mess. also big sis, would sometimes put feet on the toddler seat in the back... toddler feet + on things= mess.. we got the purple, so it hasn't shown too much, but still.-it's heeeeaaavy. i'm trying not to be surprised by that- i mean it has to be heavier than a single it's bigger, but you really want to take that into consideration if you don't live in a very flat neighborhood (we don't). by the time you add the car seat... the baby and the toddler, you're adding about 40+ lbs to the stroller.-unless you're on flat paved ground, it's unwieldy to push. just a few small rocks or few day old unmowed grass and the front wheels are gonna go nutty on ya.-it takes up the entire trunk (regular sized sedan). and you have to take off the carseat adapter to really get it in.-now that infant is older, awake and playful and we're no longer using it with the carseat (lil' sib is 9 months, older sib is 3yrs 2 months) it's waaaay less useful. toddler doesn't want to sit in a stroller as much due to age... and so we wind up taking the single 9/10 times and bring the baby carrier in case we're out close to nap time an toddler wants to ride.soooooo long story short, it was great as a carseat frame stroller with the perk of toddler being able to ride along, but once we were no longer using it as that- it just couldn't pass muster as our daily stroller. we're going for another big trip and have been thinking which stroller to take... the joovy is staying home- maclaren and beco butterfly 2 baby carrier coming with.so i give 3 stars... when it was helpful (for those 3 or so months) it was great- but then... its usefulness was over and you'll find ours on craigslist."
baby_0439_rev_6128,"These don't fit on the windows in my car. I do not recommend if you have smaller back windows. I can't comment on the quality of the product because as I said, they don't fit.",ENGLISH,1.0,negative,baby,dont fit window car recommend smaller back window cant comment quality product said dont fit,"these don't fit on the windows in my car. i do not recommend if you have smaller back windows. i can't comment on the quality of the product because as i said, they don't fit."
baby_0440_rev_3143,"I have used this sound machine ever since I brought my baby home from the hospital.  She definitely can't sleep without white noise, but this sound machine is so quiet.  At full volume, I still have to put it right next to her head in order for her to stay asleep.  Also, the womb sounds didn't work for my baby.  It would've been much better if they had put other sounds most babies respond to, like running water, vacuum cleaner, fans and hair dryers.  I finally gave up on using the sound machine and now use my iPod player to play some sounds I bought on the iTunes store (""Natural White Noise for Babies"").  As a bonus, I can use the remote control to control the sound too!",ENGLISH,3.0,neutral,baby,used sound machine ever since brought baby home hospital definitely cant sleep without white noise sound machine quiet full volume still put right next head order stay asleep also womb sound didnt work baby wouldve much better put sound baby respond like running water vacuum cleaner fan hair dryer finally gave using sound machine use ipod player play sound bought itunes store natural white noise baby bonus use remote control control sound,"i have used this sound machine ever since i brought my baby home from the hospital. she definitely can't sleep without white noise, but this sound machine is so quiet. at full volume, i still have to put it right next to her head in order for her to stay asleep. also, the womb sounds didn't work for my baby. it would've been much better if they had put other sounds most babies respond to, like running water, vacuum cleaner, fans and hair dryers. i finally gave up on using the sound machine and now use my ipod player to play some sounds i bought on the itunes store (""natural white noise for babies""). as a bonus, i can use the remote control to control the sound too!"
baby_0441_rev_3706,"Great for traveling, great for small trash cans if you're going to empty it daily.  They are even better if you have the dispenser.",ENGLISH,5.0,positive,baby,great traveling great small trash can youre going empty daily even better dispenser,"great for traveling, great for small trash cans if you're going to empty it daily. they are even better if you have the dispenser."
baby_0442_rev_9614,"This is a nice high chair and so easy to handle.  I have uploaded a few pictures to show the colors better and how slim it is once folded - fully assembled.I'll start by saying that it was not difficult to put this chair together.  There's no need for special tools or even a screwdriver.  It took me about 15 minutes to put it all together.Things that I like:- Folds so slim that can fit behind the door once feeding is done.- Cleans super easy, the double tray it great.  So easy to wash in the sink.- There's no fabric involved the plastic/vinyl that covers the seat is easy to wipe.- The height adjustment is a neat feature it can really go very low if necessary.- The colors, not too flashy.Things I don't like:- I can't carry it around. I have to roll it on the floor (but the wheels are not good for my floor)  I am a small gal and can't lift this chair because the legs keep coming down.  The legs don't want to stay put if I lift the chair up, they roll down making me stumble and bringing the chair legs to an odd position.There are other features that this chair has like safety harness, adjustable foot rest, loocking wheel mechanism, and all the buttons to help lock in the chair.Overall, this is a very good chair for the price, sturdy, and easy to put away.Last note:I invite you to ask questions or comment before hitting the unhelpful button.  I'd appreciate your feedback thank you.",ENGLISH,5.0,positive,baby,nice high chair easy handle uploaded picture show color better slim folded fully assembledill start saying difficult put chair together there need special tool even screwdriver took minute put togetherthings like fold slim fit behind door feeding done clean super easy double tray great easy wash sink there fabric involved plasticvinyl cover seat easy wipe height adjustment neat feature really go low necessary color flashythings dont like cant carry around roll floor wheel good floor small gal cant lift chair leg keep coming leg dont want stay put lift chair roll making stumble bringing chair leg odd positionthere feature chair like safety harness adjustable foot rest loocking wheel mechanism button help lock chairoverall good chair price sturdy easy put awaylast notei invite ask question comment hitting unhelpful button id appreciate feedback thank,"this is a nice high chair and so easy to handle. i have uploaded a few pictures to show the colors better and how slim it is once folded - fully assembled.i'll start by saying that it was not difficult to put this chair together. there's no need for special tools or even a screwdriver. it took me about 15 minutes to put it all together.things that i like:- folds so slim that can fit behind the door once feeding is done.- cleans super easy, the double tray it great. so easy to wash in the sink.- there's no fabric involved the plastic/vinyl that covers the seat is easy to wipe.- the height adjustment is a neat feature it can really go very low if necessary.- the colors, not too flashy.things i don't like:- i can't carry it around. i have to roll it on the floor (but the wheels are not good for my floor) i am a small gal and can't lift this chair because the legs keep coming down. the legs don't want to stay put if i lift the chair up, they roll down making me stumble and bringing the chair legs to an odd position.there are other features that this chair has like safety harness, adjustable foot rest, loocking wheel mechanism, and all the buttons to help lock in the chair.overall, this is a very good chair for the price, sturdy, and easy to put away.last note:i invite you to ask questions or comment before hitting the unhelpful button. i'd appreciate your feedback thank you."
